id,brand,model,trim,full_name,url,price_tnd,price_original,discount_tnd,has_discount,engine_cc,cv_fiscal,cv_din,torque_nm,top_speed_kmh,acceleration_0_100,fuel_type,consumption_mixed,consumption_city,consumption_highway,co2_emissions,fuel_tank_liters,transmission,gearbox_speeds,drivetrain,length_mm,width_mm,height_mm,wheelbase_mm,trunk_liters,weight_kg,body_type,doors,seats,warranty_years,is_electric,is_hybrid,battery_kwh,range_km,is_new,is_populaire,concessionnaire,scraped_at
faw_bestune_t77_pro_1_5_l_premium_bva,Faw,Bestune T77 Pro,1.5 l Premium BVA,Faw Bestune T77 Pro 1.5 l Premium BVA,https://www.automobile.tn/fr/neuf/faw/bestune-t77/1.5-l-bva-premium,118777,,,False,1498,9,160,258,192,10.5,essence,7.1,9.3,5.7,,,automatic,,FWD,4525,1845,1615,,342,,SUV,5,5,5,False,False,,,False,False,,2026-01-27T17:53:36.622093
fiat_fiorino_combi_1_3_l_multijet,Fiat,Fiorino Combi,1.3 L Multijet,Fiat Fiorino Combi 1.3 L Multijet,https://www.automobile.tn/fr/neuf/fiat/fiorino-combi/1.3-l-multijet,81000,,,False,1248,4,75,190,157,,diesel,4.3,5.1,3.8,,,manual,,FWD,3959,1716,1721,,2,,Monospace,5,4,3,False,False,,,False,False,,2026-01-27T17:53:36.338607
fiat_doblo_combi_1_6_l_hdi,Fiat,Doblo Combi,1.6 L HDI,Fiat Doblo Combi 1.6 L HDI,https://www.automobile.tn/fr/neuf/fiat/doblo-combi/1.6-l-hdi,104900,,,False,1560,5,92,215,160,13.4,diesel,5.3,6.0,5.0,,,manual,,FWD,4403,1800,1848,,775,,Monospace,5,5,3,False,False,,,False,False,,2026-01-27T17:53:36.371435
fiat_ducato_2_2_hdi_11_5_m3_l2h2,Fiat,Ducato,2.2 HDI 11.5 m3 L2H2,Fiat Ducato 2.2 HDI 11.5 m3 L2H2,https://www.automobile.tn/fr/neuf/fiat/ducato/2.2-hdi-2025-11.5-m3-l2h2,85000,,,False,2179,7,140,340,152,,diesel,8.0,,,,,manual,,FWD,5413,2050,2524,,11,,Utilitaire,2,3,3,False,False,,,False,False,,2026-01-27T17:53:36.653411
fiat_scudo_fourgon_2_0_l_hdi,Fiat,Scudo Fourgon,2.0 L HDI,Fiat Scudo Fourgon 2.0 L HDI,https://www.automobile.tn/fr/neuf/fiat/scudo/2.0-l-hdi,86000,,,False,1997,8,150,370,170,9.9,diesel,5.5,6.0,5.2,,,manual,,FWD,4983,2010,1895,,5,,Utilitaire,5,3,3,False,False,,,False,False,,2026-01-27T17:53:37.067368
fiat_tipo_berline_1_4_l_entry,Fiat,Tipo Berline,1.4 L Entry,Fiat Tipo Berline 1.4 L Entry,https://www.automobile.tn/fr/neuf/fiat/tipo-berline/1.4-l-entry,78500,,,False,1368,5,95,127,185,11.5,essence,4.4,,,,,manual,,FWD,4532,1790,1497,,520,,Berline,4,5,3,False,False,,,False,False,,2026-01-27T17:53:36.886799
fiat_tipo_berline_1_4_l_mid,Fiat,Tipo Berline,1.4 L Mid,Fiat Tipo Berline 1.4 L Mid,https://www.automobile.tn/fr/neuf/fiat/tipo-berline/1.4-l-2024-mid,80500,,,False,1368,5,95,127,185,11.5,essence,4.4,,,,,manual,,FWD,4532,1790,1497,,520,,Berline,4,5,3,False,False,,,False,False,,2026-01-27T17:53:37.126198
fiat_scudo_combi_2_0_l_hdi__9_places,Fiat,Scudo Combi,2.0 L HDI  9 places,Fiat Scudo Combi 2.0 L HDI  9 places,https://www.automobile.tn/fr/neuf/fiat/scudo-combi/2.0-l-hdi-9-places,152900,,,False,1997,8,150,370,185,10.3,diesel,5.4,6.1,5.0,142,,manual,,FWD,4956,1920,1890,,,,Monospace,5,9,3,False,False,,,False,False,,2026-01-27T17:53:36.941727
fiat_scudo_combi_2_0_l_hdi__ulysse_9_places,Fiat,Scudo Combi,2.0 L HDI  Ulysse 9 places,Fiat Scudo Combi 2.0 L HDI  Ulysse 9 places,https://www.automobile.tn/fr/neuf/fiat/scudo-combi/2.0-l-hdi-ulysse-9-places,165000,,,False,1997,8,150,370,185,10.3,diesel,5.4,6.1,5.0,142,,manual,,FWD,4956,1920,1890,,,,Monospace,5,9,3,False,False,,,False,False,,2026-01-27T17:53:36.968758
fiat_doblo_1_6_l_hdi_van_business,Fiat,Doblo,1.6 L HDI Van Business,Fiat Doblo 1.6 L HDI Van Business,https://www.automobile.tn/fr/neuf/fiat/doblo/1.6-l-hdi-van-business,67499,,,False,1560,5,92,215,160,13.4,diesel,5.3,6.0,5.0,,,manual,,FWD,4403,1848,1796,,,,Utilitaire,5,3,3,False,False,,,False,False,,2026-01-27T17:53:37.096714
fiat_doblo_1_6_l_hdi_van_maxi_business,Fiat,Doblo,1.6 L HDI Van Maxi Business,Fiat Doblo 1.6 L HDI Van Maxi Business,https://www.automobile.tn/fr/neuf/fiat/doblo/1.6-l-hdi-2025-van-maxi-business,68990,,,False,1560,5,92,215,160,13.4,diesel,5.3,6.0,5.0,,,manual,,FWD,4753,1848,1796,,4,,Utilitaire,5,3,3,False,False,,,False,False,,2026-01-27T17:53:36.996448
foday_f22_s_1_9_t_4wd,Foday,F22 S,1.9 T 4WD,Foday F22 S 1.9 T 4WD,https://www.automobile.tn/fr/neuf/foday/f22-s/1.9-l-turbo-4wd,99500,,,False,1855,6,138,400,180,9.8,diesel,7.8,,,,,manual,,AWD,5330,1870,1864,,,,Pick up,2,2,3,False,False,,,False,False,,2026-01-27T17:53:36.915231
foday_f22_d_1_9_l_tid4_luxury,Foday,F22 D,1.9 L TID4 Luxury,Foday F22 D 1.9 L TID4 Luxury,https://www.automobile.tn/fr/neuf/foday/f22/1.9-l-tid4-luxury,109800,,,False,1855,6,138,400,180,9.8,diesel,7.8,,,,,manual,,AWD,5330,1870,1864,,,,Pick up,4,5,3,False,False,,,False,False,,2026-01-27T17:53:37.168013
foday_f22_max_1_9_l_tid4_luxury,Foday,F22 Max,1.9 L TID4 Luxury,Foday F22 Max 1.9 L TID4 Luxury,https://www.automobile.tn/fr/neuf/foday/f22-max/1.9-l-tid4-luxury,116800,,,False,1855,6,138,400,180,9.8,diesel,7.8,,,,,manual,,AWD,5730,1870,1864,,,,Pick up,4,5,3,False,False,,,False,False,,2026-01-27T17:53:38.038370
ford_ranger_raptor_2_0_l_tdci_210_ch_4x4_bva,Ford,Ranger Raptor,2.0 L TDCI 210 ch 4x4 BVA,Ford Ranger Raptor 2.0 L TDCI 210 ch 4x4 BVA,https://www.automobile.tn/fr/neuf/ford/ranger-raptor/2.0-l-tdci-210-ch-4x4-bva,330000,,,False,1996,12,210,500,180,10.5,diesel,8.0,8.2,7.9,210,,automatic,,AWD,5381,2208,1922,,1,,Pick up,4,5,3,False,False,,,False,False,,2026-01-27T17:53:37.423199
ford_territory_1_5_l_ecoboost_titanium,Ford,Territory,1.5 L EcoBoost Titanium,Ford Territory 1.5 L EcoBoost Titanium,https://www.automobile.tn/fr/neuf/ford/territory/1.5-l-ecoboost-titanium,124900,,,False,1490,8,160,248,180,10.2,essence,7.0,8.5,6.2,168,,automatic,,FWD,4630,1935,1706,,448,,SUV,5,5,3,False,False,,,False,False,,2026-01-27T17:53:37.715007
ford_territory_1_5_l_ecoboost_titanium_x,Ford,Territory,1.5 L EcoBoost Titanium X,Ford Territory 1.5 L EcoBoost Titanium X,https://www.automobile.tn/fr/neuf/ford/territory/1.5-l-ecoboost-titanium-x,139900,,,False,1490,8,160,248,180,10.2,essence,7.0,8.5,6.2,168,,automatic,,FWD,4630,1935,1706,,448,,SUV,5,5,3,False,False,,,False,False,,2026-01-27T17:53:37.995306
ford_everest_2_0_l_bi_turbo_xlt_7_places,Ford,Everest,2.0 L Bi-Turbo XLT 7 places,Ford Everest 2.0 L Bi-Turbo XLT 7 places,https://www.automobile.tn/fr/neuf/ford/everest/2.0-l-bi-turbo-xlt-7-places,260000,,,False,1996,13,210,500,180,10.4,diesel,7.5,8.9,6.7,,,automatic,,AWD,4914,1923,1841,,898,,SUV,5,7,3,False,False,,,False,False,,2026-01-27T17:53:37.750949
ford_everest_2_0_l_bi_turbo_limited_7_places,Ford,Everest,2.0 L Bi-Turbo Limited 7 places,Ford Everest 2.0 L Bi-Turbo Limited 7 places,https://www.automobile.tn/fr/neuf/ford/everest/2.0-l-bi-turbo-limited-7-places,285000,,,False,1996,13,210,500,180,10.4,diesel,7.5,8.9,6.7,,,automatic,,AWD,4914,1923,1841,,898,,SUV,5,7,3,False,False,,,False,False,,2026-01-27T17:53:37.792379
ford_ranger_2_0_l_170_ch_4x4_xlt_bvm,Ford,Ranger,2.0 L 170 ch 4x4 XLT BVM,Ford Ranger 2.0 L 170 ch 4x4 XLT BVM,https://www.automobile.tn/fr/neuf/ford/ranger/2.0-l-170-ch-4x4-bvm-xlt,155000,,,False,1996,9,170,405,180,11.6,diesel,6.5,8.2,7.1,,,manual,,AWD,5370,1918,1884,,,,Pick up,4,5,3,False,False,,,False,False,,2026-01-27T17:53:37.862189
ford_ranger_2_0_l_170_ch_4x4_xlt_bva,Ford,Ranger,2.0 L 170 ch 4x4 XLT BVA,Ford Ranger 2.0 L 170 ch 4x4 XLT BVA,https://www.automobile.tn/fr/neuf/ford/ranger/2.0-l-170-ch-4x4-bva-xlt,170000,,,False,1996,7,170,405,180,11.6,diesel,7.9,9.8,6.9,203,,automatic,,AWD,5370,1918,1884,,,,Pick up,4,5,3,False,False,,,False,False,,2026-01-27T17:53:37.901485
ford_ranger_2_0_l_tdci_210_ch_4x4_wildtrak_bva,Ford,Ranger,2.0 L TDCI 210 ch 4x4 Wildtrak BVA,Ford Ranger 2.0 L TDCI 210 ch 4x4 Wildtrak BVA,https://www.automobile.tn/fr/neuf/ford/ranger/2.0-l-tdi-210-ch-4x4-bva-wildtrak,230000,,,False,1996,12,210,500,180,10.5,diesel,7.5,8.8,6.8,199,,automatic,,AWD,5370,1918,1884,,1,,Pick up,4,5,3,False,False,,,False,False,,2026-01-27T17:53:37.676822
foton_tunland_g7_simple_cabine_2_0_l_turbo_4x2,Foton,Tunland G7 Simple Cabine,2.0 l Turbo 4x2,Foton Tunland G7 Simple Cabine 2.0 l Turbo 4x2,https://www.automobile.tn/fr/neuf/foton/tunland-g7-simple-cabine/2.0-l-turbo-4x2,72700,,,False,1968,9,163,390,160,,diesel,7.9,,,,,manual,,RWD,5340,1940,1860,,,,Pick up,2,2,3,False,False,,,False,False,,2026-01-27T17:53:37.821625
foton_tunland_g7_double_cabine_2_0_l_turbo_4x4,Foton,Tunland G7 Double Cabine,2.0 l Turbo 4x4,Foton Tunland G7 Double Cabine 2.0 l Turbo 4x4,https://www.automobile.tn/fr/neuf/foton/tunland-g7-double-cabine/2.0-l-turbo-4x4,107200,,,False,1968,7,163,390,160,,diesel,7.9,,,,,manual,,AWD,5340,1940,1870,,,,Pick up,4,5,3,False,False,,,False,False,,2026-01-27T17:53:38.072641
foton_tm5_3_4t_chassis_cabine_2_2_l_turbo,Foton,TM5 3.4T Chassis Cabine,2.2 l Turbo,Foton TM5 3.4T Chassis Cabine 2.2 l Turbo,https://www.automobile.tn/fr/neuf/foton/tm5h/2.2-l-turbo,58270,,,False,2156,7,88,360,105,,diesel,8.0,,,,,manual,,RWD,5435,2550,1995,,,,Pick up,2,2,1,False,False,,,False,False,,2026-01-27T17:53:38.301223
foton_view_cs2_van_16_places_2_0_l_turbo,Foton,View CS2 Van 16 places,2.0 l Turbo,Foton View CS2 Van 16 places 2.0 l Turbo,https://www.automobile.tn/fr/neuf/foton/view-c2/2.0-l-turbo-16-places,127501,,,False,1968,7,137,329,145,,diesel,9.4,,,,,manual,,FWD,5390,1920,2285,,,,Monospace,3,16,3,False,False,,,False,False,,2026-01-27T17:53:38.572958
gac_motor_emkoo_1_5t_gdi_gl_bva,Gac Motor,Emkoo,1.5T GDI GL BVA,GAC Emkoo 1.5T GDI GL BVA,https://www.automobile.tn/fr/neuf/gac-motor/emkoo/1.5t-gdi-bva,118900,,,False,1497,9,170,250,,,essence,6.6,,,,,automatic,,FWD,4680,1901,1670,,420,,SUV,5,5,5,False,False,,,False,False,,2026-01-27T17:53:38.936724
gac_motor_ga4_1_5_l_bva,Gac Motor,GA4,1.5 L BVA,GAC GA4 1.5 L BVA,https://www.automobile.tn/fr/neuf/gac-motor/ga4/1.5-l-bva,69900,,,False,1495,6,107,141,,,essence,6.9,9.0,5.4,,,automatic,,FWD,4692,1805,1500,,580,,Berline,4,5,5,False,False,,,False,False,,2026-01-27T17:53:38.697403
gac_motor_emzoom_1_5t_gdi_lifestyle_bva,Gac Motor,Emzoom,1.5T GDI Lifestyle BVA,GAC Emzoom 1.5T GDI Lifestyle BVA,https://www.automobile.tn/fr/neuf/gac-motor/emzoom/1.5t-gdi-bva-lifestyle,95900,,,False,1497,9,170,240,190,8.0,essence,5.9,,,,,automatic,,FWD,4410,1850,1600,,341,,SUV,5,5,5,False,False,,,False,False,,2026-01-27T17:53:38.728463
gac_motor_emzoom_1_5t_gdi_gl_bva,Gac Motor,Emzoom,1.5T GDI GL BVA,GAC Emzoom 1.5T GDI GL BVA,https://www.automobile.tn/fr/neuf/gac-motor/emzoom/1.5t-gdi-bva-gl,105900,,,False,1497,9,170,240,190,8.0,essence,5.9,,,,,automatic,,FWD,4410,1850,1600,,341,,SUV,5,5,5,False,False,,,False,False,,2026-01-27T17:53:38.605812
gac_motor_emzoom_1_5t_gdi_r_style_bva,Gac Motor,Emzoom,1.5T GDI R-Style BVA,GAC Emzoom 1.5T GDI R-Style BVA,https://www.automobile.tn/fr/neuf/gac-motor/emzoom/1.5t-gdi-bva-r-style,108900,,,False,1497,9,170,240,190,8.0,essence,5.9,,,,,automatic,,FWD,4446,1850,1600,,341,,SUV,5,5,5,False,False,,,False,False,,2026-01-27T17:53:38.865542
geely_ex2_39_4_kwh__max,Geely,EX2,39.4 kWh  Max,Geely EX2 39.4 kWh  Max,https://www.automobile.tn/fr/neuf/geely/ex2/39.4-kwh-max,52000,,,False,,3,115,150,130,10.2,electric,,,,,,automatic,,RWD,4135,1805,1580,,375,,Compacte,5,5,8,True,False,39.4,325,False,False,,2026-01-27T17:53:38.807311
geely_ex5_60_2_kwh__max,Geely,EX5,60.2 kWh  Max,Geely EX5 60.2 kWh  Max,https://www.automobile.tn/fr/neuf/geely/ex5/60.2-kwh,92000,,,False,,5,218,320,175,6.9,electric,,,,,,automatic,,FWD,4615,1901,1670,,461,,SUV,5,5,6,True,False,60.2,425,False,False,,2026-01-27T17:53:38.651990
geely_cityray_1_5_l_turbo,Geely,Cityray,1.5 L Turbo,Geely Cityray 1.5 L Turbo,https://www.automobile.tn/fr/neuf/geely/cityray/1.5-l-turbo,98800,,,False,1499,9,172,290,190,7.9,essence,6.3,,,,,automatic,,FWD,4510,1865,1650,,571,,SUV,5,5,5,False,False,,,False,False,,2026-01-27T17:53:38.543676
geely_geometry_c_70_kwh,Geely,Geometry C,70 kWh,Geely Geometry C 70 kWh,https://www.automobile.tn/fr/neuf/geely/geometry/70-kwh,104000,,,False,,4,204,310,150,7.7,electric,,,,,,automatic,,FWD,4432,1833,1560,,259,,SUV,5,5,5,True,False,70.0,460,False,False,,2026-01-27T17:53:39.044476
geely_azkarra_1_5_l_turbo_mild_hybrid_4wd,Geely,Azkarra,1.5 L Turbo Mild Hybrid 4WD,Geely Azkarra 1.5 L Turbo Mild Hybrid 4WD,https://www.automobile.tn/fr/neuf/geely/azkara/1.5-l-turbo-hybrid,99800,,,False,1477,9,149,300,200,9.9,essence,5.8,,,,,automatic,,AWD,4544,1831,1713,,378,,SUV,5,5,5,False,False,,,False,False,,2026-01-27T17:53:39.195266
geely_starray_1_5_l_turbo_gf_,Geely,Starray,1.5 L Turbo GF+,Geely Starray 1.5 L Turbo GF+,https://www.automobile.tn/fr/neuf/geely/starray/1.5-l-turbo-gfplus,122800,,,False,1498,9,174,270,215,7.9,essence,6.3,,,,,automatic,,FWD,4670,1900,1705,,650,,SUV,5,5,6,False,False,,,False,False,,2026-01-27T17:53:39.249274
geely_tugella_2_0_l_turbo_4wd_gf_,Geely,Tugella,2.0 L Turbo 4WD GF+,Geely Tugella 2.0 L Turbo 4WD GF+,https://www.automobile.tn/fr/neuf/geely/tugella/2.0-l-turbo-4wd-gfplus,179000,,,False,1969,14,238,350,210,6.9,essence,8.1,11.4,6.3,,,automatic,,AWD,4605,1878,1643,,446,,SUV,5,5,5,False,False,,,False,False,,2026-01-27T17:53:39.330835
geely_monjaro_2_0_l_turbo_4wd_gf_,Geely,Monjaro,2.0 L Turbo 4WD GF+,Geely Monjaro 2.0 L Turbo 4WD GF+,https://www.automobile.tn/fr/neuf/geely/monjaro/2.0-l-turbo-4wd-gfplus,199800,,,False,1969,14,238,350,215,7.7,essence,8.5,11.3,7.3,,,automatic,,AWD,4770,1895,1689,,562,,SUV,5,5,5,False,False,,,False,False,,2026-01-27T17:53:39.490985
geely_gx3_pro_1_5_l_bvm,Geely,GX3 Pro,1.5 L BVM,Geely GX3 Pro 1.5 L BVM,https://www.automobile.tn/fr/neuf/geely/gx3-pro/1.5-l-bvm,62300,,,False,1498,5,103,142,160,11.7,essence,6.5,,,,,manual,,FWD,4005,1760,1575,,400,,SUV,5,5,4,False,False,,,False,False,,2026-01-27T17:53:39.525057
geely_gx3_pro_1_5_l_cvt,Geely,GX3 Pro,1.5 L CVT,Geely GX3 Pro 1.5 L CVT,https://www.automobile.tn/fr/neuf/geely/gx3-pro/1.5-l-cvt,68800,,,False,1498,6,103,142,160,11.7,essence,6.5,,,,,automatic,,FWD,4005,1760,1575,,400,,SUV,5,5,4,False,False,,,False,False,,2026-01-27T17:53:39.660792
geely_emgrand_1_5_l_gl,Geely,Emgrand,1.5 L GL,Geely Emgrand 1.5 L GL,https://www.automobile.tn/fr/neuf/geely/emgrand/1.5-l-gl,67800,,,False,1499,6,122,152,175,12.6,essence,6.4,,,,,manual,,FWD,4638,1822,1460,,500,,Berline,4,5,4,False,False,,,False,False,,2026-01-27T17:53:39.694041
geely_emgrand_1_5_l_gf_bva,Geely,Emgrand,1.5 L GF BVA,Geely Emgrand 1.5 L GF BVA,https://www.automobile.tn/fr/neuf/geely/emgrand/1.5-l-bva-gf,74800,,,False,1499,6,122,152,175,12.6,essence,6.4,,,,,automatic,,FWD,4638,1822,1460,,500,,Berline,4,5,4,False,False,,,False,False,,2026-01-27T17:53:39.613437
geely_coolray_1_5_l,Geely,Coolray,1.5 L,Geely Coolray 1.5 L,https://www.automobile.tn/fr/neuf/geely/coolray/1.5-l-turbo-2025,72800,,,False,1499,6,122,152,175,12.6,essence,6.4,,,,,manual,,FWD,4380,1810,1610,,330,,SUV,5,5,6,False,False,,,True,False,,2026-01-27T17:53:39.733278
geely_coolray_1_5_l_turbo_gs,Geely,Coolray,1.5 L Turbo GS,Geely Coolray 1.5 L Turbo GS,https://www.automobile.tn/fr/neuf/geely/coolray/1.5-l-turbo-gs,79900,,,False,1477,10,177,255,195,8.4,essence,6.4,,,,,automatic,,FWD,4330,1800,1609,,330,,SUV,5,5,5,False,False,,,True,False,,2026-01-27T17:53:39.765714
geely_coolray_1_5_l_turbo_gf_,Geely,Coolray,1.5 L Turbo GF+,Geely Coolray 1.5 L Turbo GF+,https://www.automobile.tn/fr/neuf/geely/coolray/1.5-l-turbo-gfplus,91800,,,False,1499,9,171,290,195,8.4,essence,6.4,,,,,automatic,,FWD,4380,1810,1615,,330,,SUV,5,5,5,False,False,,,True,False,,2026-01-27T17:53:40.008859
great_wall_tank_300_hev_2_0_l,Great Wall,Tank 300 HEV,2.0 L,GWM Tank 300 HEV 2.0 L,https://www.automobile.tn/fr/neuf/great-wall/tank-300/2.0-l,194900,,,False,1998,14,350,648,170,6.8,essence,8.4,,,,,automatic,,AWD,4760,1927,1930,,400,,SUV,5,5,5,False,False,,,False,False,,2026-01-27T17:53:40.053872
great_wall_tank_500_hev_2_0_l,Great Wall,Tank 500 HEV,2.0 L,GWM Tank 500 HEV 2.0 L,https://www.automobile.tn/fr/neuf/great-wall/tank-500/2.0-l,239900,,,False,1998,14,350,648,180,6.9,essence,8.5,,,,,automatic,,AWD,5078,1934,1905,,,,SUV,5,7,5,False,False,,,False,False,,2026-01-27T17:53:40.096282
great_wall_haval_jolion_1_5_t,Great Wall,Haval Jolion,1.5 T,GWM Haval Jolion 1.5 T,https://www.automobile.tn/fr/neuf/great-wall/jolion/1.5-t-fl,102900,,,False,1479,9,143,210,200,11.0,essence,8.1,,,,,automatic,,FWD,4472,1841,1574,,390,,SUV,5,5,5,False,False,,,False,False,,2026-01-27T17:53:40.341418
great_wall_haval_h6_hybride_1_5_t_hev,Great Wall,Haval H6 Hybride,1.5 T HEV,GWM Haval H6 Hybride 1.5 T HEV,https://www.automobile.tn/fr/neuf/great-wall/h6-hybride/1.5-t-hev-2026,129900,,,False,1499,8,240,530,180,8.5,essence,5.2,,,,,automatic,,FWD,4703,1886,1730,,600,,SUV,5,5,7,False,False,,,False,False,,2026-01-27T17:53:40.523539
great_wall_wingle_5_simple_cabine_2_0_l_diesel_4x4,Great Wall,Wingle 5 Simple Cabine,2.0 L Diesel 4x4,GWM Wingle 5 Simple Cabine 2.0 L Diesel 4x4,https://www.automobile.tn/fr/neuf/great-wall/wingle-5/2.0-l-diesel-4x4,80900,,,False,1996,7,143,315,,,diesel,8.7,,,,,manual,,AWD,5215,1800,1715,,,,Pick up,2,2,3,False,False,,,False,False,,2026-01-27T17:53:40.561794
great_wall_wingle_5_double_cabine_2_0_l_diesel_4x2,Great Wall,Wingle 5 Double Cabine,2.0 L Diesel 4x2,GWM Wingle 5 Double Cabine 2.0 L Diesel 4x2,https://www.automobile.tn/fr/neuf/great-wall/wingle-5-double-cabine/2.0-l-diesel-4x2-2023,87500,,,False,1996,7,143,305,,,diesel,8.2,8.9,7.6,,,manual,,RWD,5090,1800,1730,,,,Pick up,4,5,3,False,False,,,False,False,,2026-01-27T17:53:40.376703
great_wall_poer_mt_2_0_l_diesel_4x4,Great Wall,Poer MT,2.0 L Diesel 4x4,GWM Poer MT 2.0 L Diesel 4x4,https://www.automobile.tn/fr/neuf/great-wall/poer/2.0-l-diesel-4x4,112900,,,False,1996,11,163,400,,,diesel,10.4,11.5,8.9,,,manual,,AWD,5362,1883,1882,,,,Pick up,5,5,3,False,False,,,False,False,,2026-01-27T17:53:40.615588
great_wall_poer_at_2_0_l_diesel_4x4,Great Wall,Poer AT,2.0 L Diesel 4x4,GWM Poer AT 2.0 L Diesel 4x4,https://www.automobile.tn/fr/neuf/great-wall/poer-at/2.0-l-diesel-4x4-bva,138900,,,False,1996,7,163,400,,,diesel,10.4,11.5,8.9,,,automatic,,AWD,5410,1934,1886,,,,Pick up,5,5,3,False,False,,,False,False,,2026-01-27T17:53:40.417905
honda_jazz_1_5_l_e_hev,Honda,Jazz,1.5 L e-HEV,Honda Jazz 1.5 L e-HEV,https://www.automobile.tn/fr/neuf/honda/jazz/1.5-l-e-hev,79980,,,False,1498,5,108,131,174,9.4,essence,3.6,2.5,4.2,,,automatic,,FWD,4047,1694,1487,,304,,Citadine,5,5,3,False,False,,,False,False,,2026-01-27T17:53:40.688073
honda_civic_1_5_l_cvt,Honda,Civic,1.5 l CVT,Honda Civic 1.5 l CVT,https://www.automobile.tn/fr/neuf/honda/civic/1.5-l-cvt,145980,,,False,1498,10,178,220,200,8.3,essence,6.2,8.1,5.1,,,automatic,,FWD,4679,1802,1432,,419,,Berline,4,5,3,False,False,,,False,False,,2026-01-27T17:53:40.880688
honda_civic_hybride_2_0_l_e_hev,Honda,Civic Hybride,2.0 l e-HEV,Honda Civic Hybride 2.0 l e-HEV,https://www.automobile.tn/fr/neuf/honda/civic-hybride/2.0-l-e-hev,171980,,,False,1993,7,143,189,180,7.1,essence,4.0,2.3,5.0,,,automatic,,FWD,4679,1802,1432,,419,,Berline,4,5,3,False,False,,,False,False,,2026-01-27T17:53:40.778043
honda_civic_type_r_2_0_l_turbo,Honda,Civic Type R,2.0 l Turbo,Honda Civic Type R 2.0 l Turbo,https://www.automobile.tn/fr/neuf/honda/civic-type-r/2.0-l-turbo,255000,,,False,1996,21,319,420,275,5.4,essence,8.4,11.3,6.7,,,manual,,FWD,4592,1890,1401,,694,,Berline,4,4,3,False,False,,,False,False,,2026-01-27T17:53:40.732086
honda_accord_1_5_l_cvt,Honda,Accord,1.5 L CVT,Honda Accord 1.5 L CVT,https://www.automobile.tn/fr/neuf/honda/accord/1.5-l-turbo-24,179980,,,False,1498,10,182,233,200,8.3,essence,6.5,8.7,5.2,,,automatic,,FWD,4971,1862,1452,,473,,Berline,4,5,3,False,False,,,False,False,,2026-01-27T17:53:41.068104
honda_hr_v_1_5_l_cvt_ex,Honda,HR-V,1.5 L CVT EX,Honda HR-V 1.5 L CVT EX,https://www.automobile.tn/fr/neuf/honda/hr-v/1.5-l-cvt-ex-2023,114980,,,False,1498,7,119,145,187,11.4,essence,6.1,7.5,5.4,,,automatic,,FWD,4385,1790,1581,,335,,SUV,5,5,3,False,False,,,False,False,,2026-01-27T17:53:41.562730
honda_zr_v_1_5_l_cvt,Honda,ZR-V,1.5 L CVT,Honda ZR-V 1.5 L CVT,https://www.automobile.tn/fr/neuf/honda/zr-v/1.5-l-cvt,139980,,,False,1498,11,182,240,200,11.0,essence,7.0,8.9,5.9,,,automatic,,FWD,4569,1840,1612,,370,,SUV,5,5,3,False,False,,,False,False,,2026-01-27T17:53:41.406775
honda_cr_v_1_5_t_cvt,Honda,CR-V,1.5 T CVT,Honda CR-V 1.5 T CVT,https://www.automobile.tn/fr/neuf/honda/cr-v/1.5-t-cvt-2025,190980,,,False,1498,11,190,240,200,8.7,essence,8.4,9.1,7.6,,,automatic,,AWD,4706,1866,1690,,,,SUV,5,7,3,False,False,,,False,False,,2026-01-27T17:53:41.455813
honda_cr_v_hybride_2_0_l_e_hev,Honda,CR-V Hybride,2.0 L e-HEV,Honda CR-V Hybride 2.0 L e-HEV,https://www.automobile.tn/fr/neuf/honda/cr-v-hybride/e-hev,204980,,,False,1993,8,204,335,194,9.0,essence,5.1,,,,,automatic,,FWD,4706,1881,1657,,587,,SUV,5,5,3,False,False,,,False,False,,2026-01-27T17:53:41.347746
honda_city_1_5_l_cvt_lx,Honda,City,1.5 L CVT LX,Honda City 1.5 L CVT LX,https://www.automobile.tn/fr/neuf/honda/city/1.5-l-cvt-lx-2023,78980,,,False,1498,6,120,145,196,10.2,essence,5.4,7.0,4.8,,,automatic,,FWD,4553,1748,1467,,509,,Berline,4,5,3,False,False,,,False,False,,2026-01-27T17:53:41.493496
honda_city_1_5_l_cvt_lx_sport,Honda,City,1.5 L CVT LX Sport,Honda City 1.5 L CVT LX Sport,https://www.automobile.tn/fr/neuf/honda/city/1.5-l-cvt-lx-sport-2023,82480,,,False,1498,6,120,145,196,10.2,essence,5.4,7.0,4.8,,,automatic,,FWD,4553,1748,1467,,509,,Berline,4,5,3,False,False,,,False,False,,2026-01-27T17:53:41.670766
hyundai_grand_i10_populaire_1_0_l,Hyundai,Grand i10 Populaire,1.0 L,Hyundai Grand i10 Populaire 1.0 L,https://www.automobile.tn/fr/neuf/hyundai/grand-i10-populaire/1.0-l,31803,,,False,998,4,65,95,161,14.3,essence,5.0,6.5,4.1,,,manual,,FWD,3805,1680,1510,,260,,Citadine,5,5,5,False,False,,,False,True,,2026-01-27T17:53:41.630810
